Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,FileLocations
PM20_NL_1101_f_L002,302,0,BrainDiversity_s1,NL_1101_f,BrainDiversity_s1,Illumina NovaSeq,NL_1101_f_Library,PAIRED,Nextera XT,GENOMIC,Nimbochromis livingstoni,ILLUMINA,BrainDiversity_s1,"PM20/PM20_NL_1101_f_L002_ds.67cc2928524547f29a3396ac0b542345/NL_1101_f_R1_001.fastq.gz,,PM20/PM20_NL_1101_f_L002_ds.67cc2928524547f29a3396ac0b542345/NL_1101_f_R2_001.fastq.gz"
PM20_NP_2002_f_L001,302,0,BrainDiversity_s1,NP_2002_f,BrainDiversity_s1,Illumina NovaSeq,NP_2002_f_Library,PAIRED,Nextera XT,GENOMIC,Nimbochromis polystigma,ILLUMINA,BrainDiversity_s1,"PM20/PM20_NP_2002_f_L001_ds.7bbfdfe4f6f5421f850da4e5d7fca177/NP_2002_f_R1_001.fastq.gz,,PM20/PM20_NP_2002_f_L001_ds.7bbfdfe4f6f5421f850da4e5d7fca177/NP_2002_f_R2_001.fastq.gz"
PM20_NP_2002_f_L002,302,0,BrainDiversity_s1,NP_2002_f,BrainDiversity_s1,Illumina NovaSeq,NP_2002_f_Library,PAIRED,Nextera XT,GENOMIC,Nimbochromis polystigma,ILLUMINA,BrainDiversity_s1,"PM20/PM20_NP_2002_f_L002_ds.b5452b9c96ed48a298f757d9e2ea4494/NP_2002_f_R1_001.fastq.gz,,PM20/PM20_NP_2002_f_L002_ds.b5452b9c96ed48a298f757d9e2ea4494/NP_2002_f_R2_001.fastq.gz"
PM20_PF_1001_m_L001,302,0,BrainDiversity_s1,PF_1001_m,BrainDiversity_s1,Illumina NovaSeq,PF_1001_m_Library,PAIRED,Nextera XT,GENOMIC,Protomelas fenestratus,ILLUMINA,BrainDiversity_s1,"PM20/PM20_PF_1001_m_L001_ds.e6eb71d561734c998fe78ae22e5c6a08/PF_1001_m_R1_001.fastq.gz,,PM20/PM20_PF_1001_m_L001_ds.e6eb71d561734c998fe78ae22e5c6a08/PF_1001_m_R2_001.fastq.gz"
PM20_PF_1001_m_L002,302,0,BrainDiversity_s1,PF_1001_m,BrainDiversity_s1,Illumina NovaSeq,PF_1001_m_Library,PAIRED,Nextera XT,GENOMIC,Protomelas fenestratus,ILLUMINA,BrainDiversity_s1,"PM20/PM20_PF_1001_m_L002_ds.6756529db6014d4aa0d937bb771f2b25/PF_1001_m_R1_001.fastq.gz,,PM20/PM20_PF_1001_m_L002_ds.6756529db6014d4aa0d937bb771f2b25/PF_1001_m_R2_001.fastq.gz"
PM20_PT_2003_m_L001,302,0,BrainDiversity_s1,PT_2003_m,BrainDiversity_s1,Illumina NovaSeq,PT_2003_m_Library,PAIRED,Nextera XT,GENOMIC,Protomelas taeniolatus,ILLUMINA,BrainDiversity_s1,"PM20/PM20_PT_2003_m_L001_ds.1dfc32d4278546b3a50c26e30206f42c/PT_2003_m_R1_001.fastq.gz,,PM20/PM20_PT_2003_m_L001_ds.1dfc32d4278546b3a50c26e30206f42c/PT_2003_m_R2_001.fastq.gz"
PM20_PT_2003_m_L002,302,0,BrainDiversity_s1,PT_2003_m,BrainDiversity_s1,Illumina NovaSeq,PT_2003_m_Library,PAIRED,Nextera XT,GENOMIC,Protomelas taeniolatus,ILLUMINA,BrainDiversity_s1,"PM20/PM20_PT_2003_m_L002_ds.33931c4308b2453796b1df7016333215/PT_2003_m_R1_001.fastq.gz,,PM20/PM20_PT_2003_m_L002_ds.33931c4308b2453796b1df7016333215/PT_2003_m_R2_001.fastq.gz"
PM20_SF_2002_m_L001,302,0,BrainDiversity_s1,SF_2002_m,BrainDiversity_s1,Illumina NovaSeq,SF_2002_m_Library,PAIRED,Nextera XT,GENOMIC,Sciaenochromis fryeri,ILLUMINA,BrainDiversity_s1,"PM20/PM20_SF_2002_m_L001_ds.9fd7eb0471044b09b025e057bd7301bf/SF_2002_m_R1_001.fastq.gz,,PM20/PM20_SF_2002_m_L001_ds.9fd7eb0471044b09b025e057bd7301bf/SF_2002_m_R2_001.fastq.gz"
PM20_SF_2002_m_L002,302,0,BrainDiversity_s1,SF_2002_m,BrainDiversity_s1,Illumina NovaSeq,SF_2002_m_Library,PAIRED,Nextera XT,GENOMIC,Sciaenochromis fryeri,ILLUMINA,BrainDiversity_s1,"PM20/PM20_SF_2002_m_L002_ds.e57691ce74944ac795e5c20c3935eb96/SF_2002_m_R1_001.fastq.gz,,PM20/PM20_SF_2002_m_L002_ds.e57691ce74944ac795e5c20c3935eb96/SF_2002_m_R2_001.fastq.gz"
PM20_SM_3006_m_L001,302,0,BrainDiversity_s1,SM_3006_m,BrainDiversity_s1,Illumina NovaSeq,SM_3006_m_Library,PAIRED,Nextera XT,GENOMIC,Stigmatochromis modestus,ILLUMINA,BrainDiversity_s1,"PM20/PM20_SM_3006_m_L001_ds.8e09c67771ec48069c673d2efaf7b67b/SM_3006_m_R1_001.fastq.gz,,PM20/PM20_SM_3006_m_L001_ds.8e09c67771ec48069c673d2efaf7b67b/SM_3006_m_R2_001.fastq.gz"
PM20_SM_3006_m_L002,302,0,BrainDiversity_s1,SM_3006_m,BrainDiversity_s1,Illumina NovaSeq,SM_3006_m_Library,PAIRED,Nextera XT,GENOMIC,Stigmatochromis modestus,ILLUMINA,BrainDiversity_s1,"PM20/PM20_SM_3006_m_L002_ds.358d591482bc47bba620515e513e176f/SM_3006_m_R1_001.fastq.gz,,PM20/PM20_SM_3006_m_L002_ds.358d591482bc47bba620515e513e176f/SM_3006_m_R2_001.fastq.gz"
PM20_TM_1101_m_L001,302,0,BrainDiversity_s1,TM_1101_m,BrainDiversity_s1,Illumina NovaSeq,TM_1101_m_Library,PAIRED,Nextera XT,GENOMIC,"Tropheops sp. ""Mauve Yellow"" (Tanzania)",ILLUMINA,BrainDiversity_s1,"PM20/PM20_TM_1101_m_L001_ds.a9deca390a1d46eb81737d5739079a8a/TM_1101_m_R1_001.fastq.gz,,PM20/PM20_TM_1101_m_L001_ds.a9deca390a1d46eb81737d5739079a8a/TM_1101_m_R2_001.fastq.gz"
PM20_TM_1101_m_L002,302,0,BrainDiversity_s1,TM_1101_m,BrainDiversity_s1,Illumina NovaSeq,TM_1101_m_Library,PAIRED,Nextera XT,GENOMIC,"Tropheops sp. ""Mauve Yellow"" (Tanzania)",ILLUMINA,BrainDiversity_s1,"PM20/PM20_TM_1101_m_L002_ds.9b206a418ce14525a92466849e9ca009/TM_1101_m_R1_001.fastq.gz,,PM20/PM20_TM_1101_m_L002_ds.9b206a418ce14525a92466849e9ca009/TM_1101_m_R2_001.fastq.gz"
PM20_TO_2407_m_L001,302,0,BrainDiversity_s1,TO_2407_m,BrainDiversity_s1,Illumina NovaSeq,TO_2407_m_Library,PAIRED,Nextera XT,GENOMIC,"Tropheops sp. ""Olive Tiger""",ILLUMINA,BrainDiversity_s1,"PM20/PM20_TO_2407_m_L001_ds.49d4eadc829b4ab9b353bb664e2d34f9/TO_2407_m_R1_001.fastq.gz,,PM20/PM20_TO_2407_m_L001_ds.49d4eadc829b4ab9b353bb664e2d34f9/TO_2407_m_R2_001.fastq.gz"
PM20_TO_2407_m_L002,302,0,BrainDiversity_s1,TO_2407_m,BrainDiversity_s1,Illumina NovaSeq,TO_2407_m_Library,PAIRED,Nextera XT,GENOMIC,"Tropheops sp. ""Olive Tiger""",ILLUMINA,BrainDiversity_s1,"PM20/PM20_TO_2407_m_L002_ds.21bca70e3fe840d08b19e3f5c61f64e7/TO_2407_m_R1_001.fastq.gz,,PM20/PM20_TO_2407_m_L002_ds.21bca70e3fe840d08b19e3f5c61f64e7/TO_2407_m_R2_001.fastq.gz"
PM20_YH_002_m_L001,302,0,BrainDiversity_s1,YH_002_m_,BrainDiversity_s1,Illumina NovaSeq,YH_002_m__Library,PAIRED,Nextera XT,GENOMIC,Aulonocara Nkhata “yellow head” chitande,ILLUMINA,BrainDiversity_s1,"PM20/PM20_YH_002_m_L001_ds.ccab385e07e6456dbe1490beb2348064/YH_002_m__R1_001.fastq.gz,,PM20/PM20_YH_002_m_L001_ds.ccab385e07e6456dbe1490beb2348064/YH_002_m__R2_001.fastq.gz"
PM20_YH_002_m_L002,302,0,BrainDiversity_s1,YH_002_m_,BrainDiversity_s1,Illumina NovaSeq,YH_002_m__Library,PAIRED,Nextera XT,GENOMIC,Aulonocara Nkhata “yellow head” chitande,ILLUMINA,BrainDiversity_s1,"PM20/PM20_YH_002_m_L002_ds.f52befd5c29d419abd03673782604212/YH_002_m__R1_001.fastq.gz,,PM20/PM20_YH_002_m_L002_ds.f52befd5c29d419abd03673782604212/YH_002_m__R2_001.fastq.gz"
